,winery,wine,location,rating,price
1067,Château Montrose,Saint-Estèphe (Grand Cru Classé) 2007,"France
·
Saint-Estèphe",4.1,$159.99
1068,Turnbull,Black Label Cabernet Sauvignon 2014,"United States
·
Oakville",4.6,$159.99
1069,Château Duhart-Milon,Pauillac (Grand Cru Classé) 2011,"France
·
Pauillac",4.0,$159.99
1070,Château La Conseillante,Pomerol 2013,"France
·
Pomerol",4.0,$159.99
1071,Almaviva,Almaviva 2015,"Chile
·
Puente Alto",4.6,$159.99
1072,Tua Rita,Per Sempre Syrah Toscana 2013,"Italy
·
Toscana",4.7,$159.99
1073,Newton,Cabernet Sauvignon 2014,"United States
·
Mount Veeder",4.3,$159.98
1074,Torbreck,Les Amis 2004,"Australia
·
Barossa Valley",4.2,$159.97
1075,Freemark Abbey,Bosché Vineyard Cabernet Sauvignon 2015,"United States
·
Rutherford",4.4,$159.95
1076,Freemark Abbey,Sycamore Vineyard Cabernet Sauvignon 2015,"United States
·
Rutherford",4.4,$159.95
1077,Checkerboard Vineyards,Kings Row Red 2015,"United States
·
Napa Valley",4.7,$159.95
1078,Frias,Prado 2015,"United States
·
Oakville",4.6,$159.95
1079,Vega Sicilia,Valbuena 5º 2014,"Spain
·
Ribera del Duero",4.6,$159.48
1080,Vega Sicilia,Valbuena 5º N.V.,"Spain
·
Ribera del Duero",4.6,$159.48
1081,Château Rauzan-Ségla,Margaux (Grand Cru Classé) 2000,"France
·
Margaux",4.3,$159
1082,Realm,The Bard 2017,"United States
·
Napa Valley",4.3,$159
1083,Château Gazin,Pomerol 2015,"France
·
Pomerol",4.1,$158.99
1084,Château Palmer,Alter Ego Margaux 2016,"France
·
Margaux",4.2,$158.99
1085,E. Guigal,Château d'Ampuis Côte-Rôtie 2015,"France
·
Côte-Rôtie",4.2,$158.99
1086,Palmaz,Cabernet Sauvignon 2014,"United States
·
Napa Valley",4.5,$158.99
1087,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé) 2016,"France
·
Saint-Estèphe",4.4,$157.99
1088,Ulysses,Ulysses 2015,"United States
·
Napa Valley",4.1,$157.99
1089,Sandrone,Barolo Le Vigne 2015,"Italy
·
Barolo",4.2,$156.99
1090,Château Latour à Pomerol,Pomerol 2015,"France
·
Pomerol",4.0,$155.99
1091,Château Troplong Mondot,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,"France
·
Saint-Émilion Grand Cru",4.2,$155.99
1092,Cave de Tain,Gambert de Loche Hermitage Rouge 2011,"France
·
Hermitage",4.2,$155.99
1093,Château La Nerthe,Cuvée des Cadettes Châteauneuf-du-Pape 2012,"France
·
Châteauneuf-du-Pape",4.4,$155.99
1094,Peter Michael,Le Caprice Pinot Noir 2012,"United States
·
Sonoma Coast",4.5,$155.99
1095,Pride Mountain Vineyards,Reserve Cabernet Sauvignon 2011,"United States
·
California",4.5,$155.99
1096,Château Canon,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2006,"France
·
Saint-Émilion Grand Cru",4.2,$155.99
1097,E. Guigal,Château d'Ampuis Côte-Rôtie 2001,"France
·
Côte-Rôtie",4.2,$155
1098,E. Guigal,Château d'Ampuis Côte-Rôtie 2000,"France
·
Côte-Rôtie",4.2,$155
1099,Château La Mission Haut-Brion,La Chapelle de La Mission Haut-Brion Pessac-Léognan 2009,"France
·
Pessac-Léognan",4.2,$155
1100,Château Pape Clément,Pessac-Léognan (Grand Cru Classé de Graves) 2007,"France
·
Pessac-Léognan",4.3,$155
1101,Château Clinet,Pomerol 2016,"France
·
Pomerol",4.2,$155
1102,Château Haut-Brion,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2008,"France
·
Pessac-Léognan",4.2,$155
1103,Ceretto,Barolo Brunate 2015,"Italy
·
Barolo",4.2,$155
1104,Canalicchio di Sopra,Brunello di Montalcino Riserva 2007,"Italy
·
Brunello di Montalcino",4.4,$154.99
1105,Valdicava,Brunello di Montalcino 2013,"Italy
·
Brunello di Montalcino",4.2,$154.99
1106,Achaval-Ferrer,Finca Mirador Malbec 2013,"Argentina
·
Maipu",4.5,$154.99
1107,Fèlsina,Colonia Chianti Classico Gran Selezione 2013,"Italy
·
Chianti Classico",4.3,$154.99
1108,Château Lascombes,Margaux (Grand Cru Classé) 2016,"France
·
Margaux",4.1,$154.99
1109,Montevertine,Le Pergole Torte 2015,"Italy
·
Toscana",4.5,$154.99
1110,Black Stallion,Transcendent Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.4,$154.99
1111,Vidal Fleury,Côte-Rôtie Blonde La Chatillonne 2010,"France
·
Côte-Rôtie",4.2,$154.99
1112,Inglenook,Rubicon 2013,"United States
·
Rutherford",4.5,$154.99
1113,Torres,Grans Muralles 2015,"Spain
·
Conca de Barberà",4.4,$153.99
1114,Bodega Contador (Benjamín Romeo),La Viña de Andres Romeo Rioja 2012,"Spain
·
Rioja",4.4,$153.99
1115,Vice Versa,Red N.V.,"United States
·
Napa Valley",4.5,$153.99
1116,Beringer,Private Reserve Cabernet Sauvignon N.V.,"United States
·
Napa Valley",4.4,$153.99
1117,Louis Latour,Château Corton Grancey Grand Cru N.V.,"France
·
Corton Grand Cru",4.2,$153.99
1118,Domaine de la Solitude,Châteauneuf-du-Pape Réserve Secrète N.V.,"France
·
Châteauneuf-du-Pape",4.5,$153.99
1119,TOR,Tierra Roja Cabernet Sauvignon N.V.,"United States
·
Oakville",4.5,$153.99
1120,Argiolas,Korem Isola dei Nuraghi 2014,"Italy
·
Isola dei Nuraghi",4.1,$153.99
1121,Freemark Abbey,Sycamore Vineyard Cabernet Sauvignon 2014,"United States
·
Rutherford",4.5,$153.99
1122,Jean-Luc & Eric Burguet,Vosne-Romanée Premier Cru 'Les Rouges du Dessus' 2011,"France
·
Vosne-Romanée Premier Cru",4.4,$153.99
1123,Dancing Hares Vineyard,Red N.V.,"United States
·
Napa Valley",4.6,$153.99
1124,San Giusto a Rentennano,Percarlo N.V.,"Italy
·
Toscana",4.3,$153.98
1125,Bacio Divino,Janzen Beckstoffer Missouri Hopper Vineyard Cabernet Sauvignon N.V.,"United States
·
Oakville",4.4,$153.98
1126,Melka,Mekerra Proprietary Red N.V.,"United States
·
Knights Valley",4.5,$153.98
1127,Newton,Cabernet Sauvignon (Red Label / Skyside) 2014,"United States
·
Sonoma County",3.8,$152.98
1128,Sandrone,Barolo Le Vigne 2012,"Italy
·
Barolo",4.3,$151.99
1129,Realm,The Tempest 2017,"United States
·
Napa Valley",4.3,$151.99
1130,Realm,The Tempest 2016,"United States
·
Napa Valley",4.7,$151.99
1131,Podere le Ripi,Lupi e Sirene 2013,"Italy
·
Brunello di Montalcino",4.3,$151.99
1132,Domenico Clerico,Barolo Percristina 2008,"Italy
·
Barolo",4.2,$150.99
1133,Imperial,Rioja Gran Reserva 1996,"Spain
·
Rioja",4.4,$150
1134,Robert Mondavi,Reserve Cabernet Sauvignon 2001,"United States
·
Oakville",4.4,$150
1135,E. Guigal,Château d'Ampuis Côte-Rôtie N.V.,"France
·
Côte-Rôtie",4.2,$150
1136,Inglenook,Rubicon 2002,"United States
·
Rutherford",4.5,$150
1137,Brand,Brio Red 2015,"United States
·
Napa Valley",4.4,$150
1138,Austin Hope,Mourvèdre 2014,"United States
·
Paso Robles",4.3,$150
1139,Austin Hope,Mourvèdre - Syrah 2014,"United States
·
Paso Robles",4.4,$150
1140,Fanti,Brunello di Montalcino 1999,"Italy
·
Brunello di Montalcino",4.5,$150
1141,Austin Hope,Avery #3 The Magic Sun 2014,"United States
·
Paso Robles",4.3,$150
1142,Brand,Brio Red 2014,"United States
·
Napa Valley",4.5,$150
1143,Château Pontet-Canet,Pauillac (Grand Cru Classé) 2008,"France
·
Pauillac",4.2,$150
1144,Château Lascombes,Margaux (Grand Cru Classé) 2010,"France
·
Margaux",4.3,$150
1145,Cavallotto,Barolo Riserva Bricco Boschis Vigna San Giuseppe 2010,"Italy
·
Barolo",4.3,$149.99
1146,Château Lassègue,Saint-Émilion Grand Cru 2005,"France
·
Saint-Émilion Grand Cru",4.2,$149.99
1147,Achaval-Ferrer,Finca Bella Vista Malbec 2013,"Argentina
·
Perdriel",4.5,$149.99
1148,Groth,Cabernet Sauvignon Reserve 2014,"United States
·
Oakville",4.4,$149.99
1149,Domaine Anne Gros,Vosne-Romanée Les Barreaux 2013,"France
·
Vosne-Romanée",3.9,$149.99
1150,Kosta Browne,Cerise Vineyard Pinot Noir 2016,"United States
·
Anderson Valley",4.6,$149.99
1151,Catena Zapata,Adrianna Vineyard River Stones Malbec 2015,"Argentina
·
Mendoza",4.8,$149.99
1152,Col d'Orcia,Poggio Al Vento Brunello di Montalcino Riserva 2001,"Italy
·
Brunello di Montalcino",4.3,$149.99
1153,Col d'Orcia,Poggio Al Vento Brunello di Montalcino Riserva 2004,"Italy
·
Brunello di Montalcino",4.3,$149.99
1154,Clos du Val,Three Graces Red Blend 2014,"United States
·
Napa Valley",4.5,$149.99
1155,Boroli,Villero Barolo 2012,"Italy
·
Barolo",4.1,$149.99
1156,Montepeloso,Gabbro Toscana 2012,"Italy
·
Toscana",4.3,$149.99
1157,Begali Lorenzo,Monte Ca' Bianca Amarone della Valpolicella Classico 2011,"Italy
·
Amarone della Valpolicella Classico",4.4,$149.99
1158,Freemark Abbey,Bosché Vineyard Cabernet Sauvignon 2013,"United States
·
Rutherford",4.5,$149.99
1159,Château Pontet-Canet,Pauillac (Grand Cru Classé) 2006,"France
·
Pauillac",4.3,$149.99
1160,Louis Latour,Château Corton Grancey Grand Cru 2012,"France
·
Corton Grand Cru",4.1,$149.99
1161,Herb Lamb Vineyards,Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.3,$149.99
1162,Axios,Cabernet Sauvignon 2001,"United States
·
Napa Valley",4.4,$149.99
1163,The Mascot,Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.6,$149.99
1164,Donatella Cinelli Colombini,Brunello di Montalcino Riserva (Casato Prime Donne) 2012,"Italy
·
Brunello di Montalcino",4.1,$149.99
1165,Perliss Estate,The Ravens 2012,"United States
·
Napa Valley",4.4,$149.99
1166,Domaine de Ferrand,Châteauneuf-du-Pape 2007,"France
·
Châteauneuf-du-Pape",4.0,$149.99
1167,Col d'Orcia,Poggio Al Vento Brunello di Montalcino Riserva 2006,"Italy
·
Brunello di Montalcino",4.4,$149.99
1168,Tenuta Castiglioni,Giramonte Toscana 2012,"Italy
·
Toscana",4.3,$149.99
1169,Bodegas El Nido,El Nido 2017,"Spain
·
Jumilla",4.8,$149.99
1170,Turnbull,Black Label Cabernet Sauvignon 2016,"United States
·
Oakville",4.6,$149.99
1171,Château Léoville Barton,Saint-Julien (Grand Cru Classé) 2012,"France
·
Saint-Julien",4.2,$149.99
1172,Château Certan de May,Pomerol 2015,"France
·
Pomerol",4.2,$149.99
1173,Realm,Farella Vineyard 2010,"United States
·
Coombsville",4.4,$149.99
1174,Mollydooker,Carnival of Love Shiraz 2007,"Australia
·
McLaren Vale",4.4,$149.99
1175,Mollydooker,Carnival of Love Shiraz 2007,"Australia
·
McLaren Vale",4.4,$149.99
1176,Von Strasser,Reserve Red 2013,"United States
·
Diamond Mountain District",4.4,$149.99
1177,Ferragù,Amarone della Valpolicella 2012,"Italy
·
Amarone della Valpolicella",4.5,$149.99
1178,Beringer,Private Reserve Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.4,$149.99
1179,Jonata,La Sangre de Jonata 2012,"United States
·
Ballard Canyon",4.4,$149.99
1180,Aldo Conterno,Barolo Bussia Cicala 2011,"Italy
·
Barolo",4.4,$149.99
1181,Château de Saint Cosme,Gigondas Le Claux 2016,"France
·
Gigondas",4.1,$149.99
1182,Château Canon-La-Gaffelière,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015,"France
·
Saint-Émilion Grand Cru",4.3,$149.99
1183,Dunn,Howell Mountain Cabernet Sauvignon 2002,"United States
·
Howell Mountain",4.4,$149.99
1184,Gaja,Barbaresco 2015,"Italy
·
Barbaresco",4.4,$149.99
1185,Cabaud,Bénédictions Cabernet Sauvignon 2012,"United States
·
Oakville",4.5,$149.99
1186,Poggio Antico,Brunello di Montalcino Riserva 2007,"Italy
·
Brunello di Montalcino",4.5,$149.99
1187,Domaine Dujac,Morey-Saint-Denis 2012,"France
·
Morey-Saint-Denis",4.1,$149.99
1188,Melka,Mekerra Proprietary Red 2012,"United States
·
Knights Valley",4.5,$149.99
1189,San Giusto a Rentennano,Percarlo 2012,"Italy
·
Toscana",4.3,$149.99
1190,Clos Saint Jean,Chateauneuf-du-Pape La Combe Des Fous 2011,"France
·
Châteauneuf-du-Pape",4.5,$149.99
1191,Pelissero,Barbaresco Vanotu 2007,"Italy
·
Barbaresco",4.2,$149.99
1192,Viña Vik Winery,Red Blend 2013,"Chile
·
Colchagua Valley",4.5,$149.99
1193,Turnbull,Black Label Cabernet Sauvignon 2015,"United States
·
Oakville",4.6,$149.99
1194,Salvestrin,Cabernet Sauvignon Dr. Crane Vineyard Three D (3D) 2013,"United States
·
St. Helena",4.6,$149.99
1195,Château Soutard,Saint-Émilion Grand Cru (Grand Cru Classé) 2014,"France
·
Saint-Émilion Grand Cru",3.9,$149.99
1196,Dunn,Howell Mountain Cabernet Sauvignon 2014,"United States
·
Howell Mountain",4.6,$149.99
1197,E. Guigal,Saint-Joseph Vignes de L'Hospice 2010,"France
·
Saint-Joseph",4.3,$149.99
1198,Domenico Clerico,Barolo Percristina N.V.,"Italy
·
Barolo",4.4,$149.99
1199,Montepeloso,Nardo Toscana 2012,"Italy
·
Toscana",4.3,$149.99
1200,Domenico Clerico,Barolo Percristina N.V.,"Italy
·
Barolo",4.4,$149.99
1201,Esporão,Torre Tinto N.V.,"Portugal
·
Alentejo",4.2,$149.99
1202,PlumpJack,Estate Cabernet Sauvignon 2017,"United States
·
Oakville",4.3,$149.99
1203,Contino,Rioja Graciano 2012,"Spain
·
Rioja",4.4,$149.99
1204,Larkmead,Firebelle 2015,"United States
·
Napa Valley",4.7,$149.99
1205,Ramey,Cabernet Sauvignon Pedregal Vineyard 2005,"United States
·
Oakville",4.5,$149.99
1206,Sea Smoke,Ten Pinot Noir 2016,"United States
·
Sta. Rita Hills",4.5,$149.99
1207,Yao Family Wines,Yao Ming Cabernet Sauvignon 2009,"United States
·
Napa Valley",4.0,$149.99
1208,Achaval-Ferrer,Finca Altamira Malbec 2014,"Argentina
·
Paraje Altamira",4.5,$149.99
1209,PlumpJack,Estate Cabernet Sauvignon 2016,"United States
·
Oakville",4.6,$149.99
1210,Joseph Drouhin,Beaune 1er Cru 'Clos des Mouches' 2016,"France
·
Beaune 1er Cru 'Le Clos des Mouches'",4.3,$149.99
1211,Kosta Browne,Gap's Crown Vineyard Pinot Noir 2017,"United States
·
Sonoma Coast",4.5,$149.99
1212,Masi,Campolongo di Torbe Amarone della Valpolicella Classico 2011,"Italy
·
Amarone della Valpolicella Classico",4.4,$149.99
1213,Château Clinet,Pomerol 2015,"France
·
Pomerol",4.2,$149.99
1214,André Brunel,Les Cailloux Cuvée Centenaire Châteauneuf-du-Pape 2001,"France
·
Châteauneuf-du-Pape",4.0,$149.98
1215,Dal Forno Romano,Valpolicella Superiore Monte Lodoletta 2000,"Italy
·
Valpolicella",4.4,$149.97
1216,Vineyard 29,Aida Estate Cabernet Sauvignon 2009,"United States
·
Napa Valley",4.5,$149.97
1217,Torbreck,Les Amis 2005,"Australia
·
Barossa Valley",4.4,$149.97
1218,Quilceda Creek,Palengat Red 2016,"United States
·
Horse Heaven Hills",4.6,$149.97
1219,Odette,Estate Cabernet Sauvignon 2016,"United States
·
Stags Leap District",4.6,$149.95
1220,Kosta Browne,Keefer Ranch Pinot Noir 2017,"United States
·
Russian River Valley",4.6,$149.95
1221,Stag's Leap Wine Cellars,FAY Cabernet Sauvignon 2015,"United States
·
Napa Valley",4.5,$149.95
1222,Sena,Aconcagua Valley 2017,"Chile
·
Aconcagua Valley",4.2,$149
1223,Château Canon,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2009,"France
·
Saint-Émilion Grand Cru",4.3,$149
1224,Gini,Scajari Amarone della Valpolicella Riserva 2010,"Italy
·
Amarone della Valpolicella",4.2,$148.99
1225,Giovanni Rosso,Nebbiolo Ester Canale Rosso 2015,"Italy
·
Langhe",4.3,$148.99
1226,Château Langoa Barton,Saint-Julien (Grand Cru Classé) 2009,"France
·
Saint-Julien",4.1,$148.99
1227,Domaine Tollot-Beaut,Corton-Bressandes Grand Cru 2016,"France
·
Corton Grand Cru",4.2,$148.99
1228,Domaine Lécheneaut,Au Chouillet Vieilles Vignes Nuits-Saint-Georges 2015,"France
·
Nuits-Saint-Georges",4.3,$148.99
1229,Col d'Orcia,Poggio Al Vento Brunello di Montalcino Riserva 2012,"Italy
·
Brunello di Montalcino",4.3,$148.99
1230,Sadie Family,Columella 2017,"South Africa
·
Swartland",4.4,$148.99
1231,Bouchard Père & Fils,Nuits-Saint-Georges Premier Cru Les Cailles 2013,"France
·
Nuits-Saint-Georges Premier Cru",4.3,$147.99
1232,Catena Zapata,Adrianna Vineyard Fortuna Terrae Malbec 2015,"Argentina
·
Mendoza",4.5,$147.99
1233,Château Léoville Barton,Saint-Julien (Grand Cru Classé) 2014,"France
·
Saint-Julien",4.2,$146.99
1234,Château Beausejour (héritiers Duffau-Lagarrosse),Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1998,"France
·
Saint-Émilion Grand Cru",4.1,$146.99
1235,Alejandro Bulgheroni,Beckstoffer Las Piedras Vineyard Lithology 2014,"United States
·
Napa Valley",4.4,$146.99
1236,Dal Forno Romano,Valpolicella Superiore Monte Lodoletta 2002,"Italy
·
Valpolicella",4.6,$145.99
1237,Sandrone,Barolo Cannubi Boschis 2000,"Italy
·
Barolo",4.2,$145.99
1238,Château d'Issan,Margaux (Grand Cru Classé) 2015,"France
·
Margaux",4.2,$145.99
1239,Château Pontet-Canet,Pauillac (Grand Cru Classé) 2014,"France
·
Pauillac",4.3,$145.99
1240,Turnbull,Black Label Cabernet Sauvignon 2013,"United States
·
Oakville",4.6,$145.99
1241,Château Brane-Cantenac,Margaux (Grand Cru Classé) 2003,"France
·
Margaux",4.2,$145.99
1242,Château de Camensac,Haut-Médoc (Grand Cru Classé) 1990,"France
·
Haut-Médoc",4.1,$145
1243,Château Giscours,Margaux (Grand Cru Classé) 2009,"France
·
Margaux",4.3,$145
1244,Château Beychevelle,Saint-Julien (Grand Cru Classé) 2013,"France
·
Saint-Julien",3.9,$145
1245,Château Lafon-Rochet,Saint-Estèphe (Grand Cru Classé) 2000,"France
·
Saint-Estèphe",4.1,$145
1246,Château Montrose,Saint-Estèphe (Grand Cru Classé) 2013,"France
·
Saint-Estèphe",4.0,$145
1247,Château Pontet-Canet,Pauillac (Grand Cru Classé) 2012,"France
·
Pauillac",4.3,$145
1248,Château Haut-Bailly,Pessac-Léognan 2002,"France
·
Pessac-Léognan",4.1,$145
1249,Almaviva,Almaviva 2017,"Chile
·
Puente Alto",4.5,$145
1250,Château Gruaud Larose,Saint-Julien (Grand Cru Classé) 2011,"France
·
Saint-Julien",4.2,$145
1251,La Fortuna,Brunello di Montalcino 2013,"Italy
·
Brunello di Montalcino",4.3,$144.99
1252,Bouchard Père & Fils,Vigne de l'Enfant Jésus Beaune 1er Cru 'Les Grèves' 2017,"France
·
Beaune 1er Cru 'Les Grèves'",4.3,$144.99
1253,Bodega Contador (Benjamín Romeo),La Viña de Andres Romeo Rioja 2009,"Spain
·
Rioja",4.3,$144.99
1254,Château La Nerthe,Cuvée des Cadettes Châteauneuf-du-Pape 2016,"France
·
Châteauneuf-du-Pape",4.4,$144.99
1255,Olivier Bernstein,Villages Gevrey-Chambertin 2016,"France
·
Gevrey-Chambertin",4.3,$144.99
1256,Jacques-Frederic Mugnier,Nuits-Saint-Georges Premier Cru 'Clos de la Maréchale' 2016,"France
·
Nuits-Saint-Georges Premier Cru",4.4,$144.99
1257,Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 2014,"France
·
Saint-Julien",4.2,$144.99
1258,Château de Meursault,Volnay Premier Cru 'Clos Des Chênes' 2014,"France
·
Volnay 1er Cru 'Clos des Chênes'",4.1,$144.99
1259,Querciabella,Toscana Camartina 2013,"Italy
·
Toscana",4.0,$144.99
1260,Bouchard Père & Fils,Le Corton Grand Cru 2016,"France
·
Corton Grand Cru",4.4,$144.99
1261,Château Gruaud Larose,Saint-Julien (Grand Cru Classé) 2016,"France
·
Saint-Julien",4.2,$144.99
1262,Castello dei Rampolla,d'Alceo 2011,"Italy
·
Toscana",4.3,$144.99
1263,Château Giscours,Margaux (Grand Cru Classé) 2015,"France
·
Margaux",4.2,$144.99
1264,Quilceda Creek,Palengat Red 2013,"United States
·
Horse Heaven Hills",4.6,$144.98
1265,Robert Mondavi,To Kalon Vineyard Reserve Cabernet Sauvignon 2016,"United States
·
Oakville",4.4,$144.95
1266,Poggio Antico,Brunello di Montalcino Riserva 2001,"Italy
·
Brunello di Montalcino",4.2,$143.99
1267,Louis Latour,Volnay 1er Cru En Chevret 2015,"France
·
Volnay Premier Cru",4.2,$143.99
1268,Moone-Tsai,Hillside Blend 2015,"United States
·
Howell Mountain",4.5,$143.99
1269,Château Giscours,Margaux (Grand Cru Classé) 2003,"France
·
Margaux",4.3,$143.99
1270,Marchesi di Barolo,Barolo Riserva 2010,"Italy
·
Barolo",4.0,$143.99
1271,Château Léoville Barton,Saint-Julien (Grand Cru Classé) 2015,"France
·
Saint-Julien",4.2,$143.99
1272,Château La Providence,Pomerol 2008,"France
·
Pomerol",4.4,$143.99
1273,Sena,Aconcagua Valley 1996,"Chile
·
Aconcagua Valley",4.3,$143.99
1274,Sena,Aconcagua Valley N.V.,"Chile
·
Aconcagua Valley",4.5,$142.99
1275,Château Canon-La-Gaffelière,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,"France
·
Saint-Émilion Grand Cru",4.2,$142.99
1276,Beaulieu Vineyard (BV),Georges De Latour Private Reserve Cabernet Sauvignon N.V.,"United States
·
Napa Valley",4.4,$142.99
1277,Robert Mondavi,To Kalon Vineyard Reserve Cabernet Sauvignon N.V.,"United States
·
Oakville",4.4,$142.99
1278,Sena,Aconcagua Valley 2013,"Chile
·
Aconcagua Valley",4.5,$142.99
1279,Nervi,Vigna Valferana 2014,"Italy
·
Gattinara",4.3,$142.99
1280,Almaviva,Almaviva N.V.,"Chile
·
Puente Alto",4.6,$142.99
1281,Robert Mondavi,To Kalon Vineyard Reserve Cabernet Sauvignon 2014,"United States
·
Oakville",4.4,$142.99
1282,Oddero,Barolo Bussia Soprana Vigna Mondoca 2010,"Italy
·
Barolo",4.3,$142.99
1283,O'Shaughnessy,Cabernet Sauvignon Mount Veeder N.V.,"United States
·
Mount Veeder",4.5,$142.99
1284,Château Brane-Cantenac,Margaux (Grand Cru Classé) 2008,"France
·
Margaux",4.1,$142.99
1285,Sena,Aconcagua Valley 2016,"Chile
·
Aconcagua Valley",4.4,$142.99
1286,Nervi,Vigna Molsino 2014,"Italy
·
Gattinara",4.3,$142.99
1287,O'Shaughnessy,Cabernet Sauvignon Mount Veeder 2014,"United States
·
Mount Veeder",4.4,$142.99
1288,Penfolds,RWT Shiraz N.V.,"Australia
·
Barossa Valley",4.4,$142.99
1289,Colomé,Altura Máxima Malbec 2015,"Argentina
·
Salta",4.2,$142.98
1290,Dugat-Py,Vieilles Vignes Gevrey-Chambertin N.V.,"France
·
Gevrey-Chambertin",4.2,$142.98
1291,Domaine Denis Bachelet,Vieilles Vignes Gevrey-Chambertin N.V.,"France
·
Gevrey-Chambertin",4.1,$142.98
1292,Colomé,Altura Máxima Malbec N.V.,"Argentina
·
Salta",4.3,$142.98
1293,Zenato,Amarone della Valpolicella Classico Riserva (Sergio Zenato) N.V.,"Italy
·
Amarone della Valpolicella Classico",4.4,$142.98
1294,André Brunel,Les Cailloux Cuvée Centenaire Châteauneuf-du-Pape 2000,"France
·
Châteauneuf-du-Pape",4.4,$142.98
1295,Penfolds,RWT Shiraz 2017,"Australia
·
Barossa Valley",4.4,$142.56
1296,Hestan Vineyards,Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.8,$141.95
1297,Fratelli Revello,Barolo Rocche dell'Annunziata 2015,"Italy
·
Barolo",4.0,$140.99
1298,Paul Hobbs,Stagecoach Vineyard Cabernet Sauvignon 2010,"United States
·
Napa Valley",4.4,$140
1299,Château Beausejour (héritiers Duffau-Lagarrosse),Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2012,"France
·
Saint-Émilion Grand Cru",4.0,$140
1300,Opus One,Overture 2010,"United States
·
Napa Valley",4.5,$140
1301,Contino,Rioja Graciano 2015,"Spain
·
Rioja",4.2,$140
1302,The Mascot,Cabernet Sauvignon 2014,"United States
·
Napa Valley",4.5,$140
1303,Fontodi,Flaccianello della Pieve 2010,"Italy
·
Colli della Toscana Centrale",4.4,$139.99
1304,La Spinetta,Vürsù Barbaresco Starderi 2015,"Italy
·
Barbaresco",4.3,$139.99
1305,Comte Senard,Corton Grand Cru 'Clos du Roi' 2015,"France
·
Corton Grand Cru 'Clos du Roi'",4.4,$139.99
1306,Serafin Père & Fils,Vieilles Vignes Gevrey-Chambertin 2006,"France
·
Gevrey-Chambertin",4.0,$139.99
1307,Freemark Abbey,Bosché Vineyard Cabernet Sauvignon 2014,"United States
·
Rutherford",4.5,$139.99
1308,Domaine de Chevalier,Pessac-Léognan (Grand Cru Classé de Graves) 2009,"France
·
Pessac-Léognan",4.2,$139.99
1309,Chateau Montelena,The Montelena Estate Cabernet Sauvignon 2005,"United States
·
Calistoga",4.6,$139.99
1310,Maybach Family Vineyards,Amoenus Cabernet Sauvignon 2010,"United States
·
Calistoga",4.4,$139.99
1311,Pegau,Châteauneuf-du-Pape Cuvée Laurence 2012,"France
·
Châteauneuf-du-Pape",4.2,$139.99
1312,Domaine Perrot-Minot,Morey-Saint-Denis 1er Cru 'La Riotte' 2007,"France
·
Morey-Saint-Denis 1er Cru 'La Riotte'",4.3,$139.99
1313,Vietti,Barolo Lazzarito 2014,"Italy
·
Barolo",4.5,$139.99
1314,Cakebread,Cabernet Sauvignon Benchland Select 2014,"United States
·
Napa Valley",4.7,$139.99
1315,Eisele Vineyard,Altagracia Cabernet Sauvignon 2015,"United States
·
Napa Valley",4.3,$139.99
1316,Meteor Vineyard,Perseid Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.3,$139.99
1317,Chateau Montelena,The Montelena Estate Cabernet Sauvignon 2012,"United States
·
Calistoga",4.5,$139.99
1318,La Grange des Pères,Vin de Pays de l'Hérault 2016,"France
·
Hérault",4.4,$139.99
1319,Canalicchio di Sopra,Brunello di Montalcino 2013,"Italy
·
Brunello di Montalcino",4.3,$139.99
1320,Larkmead,Cabernet Sauvignon 2014,"United States
·
Napa Valley",4.5,$139.99
1321,Rocca delle Macìe,Sergio Zingarelli Chianti Classico Gran Selezione 2012,"Italy
·
Chianti Classico",4.1,$139.99
1322,Château de Saint Cosme,Gigondas Hominis Fides 2012,"France
·
Gigondas",4.1,$139.99
1323,Le Carré,Saint-Émilion Grand Cru 2011,"France
·
Saint-Émilion Grand Cru",4.4,$139.99
1324,Col d'Orcia,Poggio Al Vento Brunello di Montalcino Riserva 2010,"Italy
·
Brunello di Montalcino",4.4,$139.99
1325,Villa Maria,Ngakirikiri Cabernet Sauvignon 2013,"New Zealand
·
Marlborough",4.2,$139.99
1326,Luce della Vite,Luce Brunello di Montalcino 2011,"Italy
·
Brunello di Montalcino",4.4,$139.99
1327,Sena,Aconcagua Valley 2015,"Chile
·
Aconcagua Valley",4.5,$139.99
1328,Château Lascombes,Margaux (Grand Cru Classé) 2009,"France
·
Margaux",4.3,$139.99
