,winery,wine,location,rating,price
2082,Dante Rivetti,La Valletta Piemonte Chardonnay 2010,"Italy
·
Piemonte",3.9,$29.99
2083,Viña Alicia,Tiara White (San Alberto) 2017,"Argentina
·
Lujan de Cuyo",4.0,$29.99
2084,J Vineyards,Chardonnay 2016,"United States
·
Russian River Valley",4.1,$29.99
2085,Francine et Olivier Savary,Chablis 2017,"France
·
Chablis",3.7,$29.99
2086,Müller-Catoir,Haardt Muskateller 2016,"Germany
·
Pfalz",3.8,$29.99
2087,Alzinger,Dürnstein Grüner Veltliner Federspiel 2018,"Austria
·
Wachau",3.8,$29.99
2088,Domaine Barraud,Pouilly-Fuissé Vieilles Vignes 'Alliance' 2017,"France
·
Pouilly-Fuissé",3.9,$29.99
2089,Trimbach,Pinot Gris Alsace Réserve 2016,"France
·
Alsace",3.7,$29.99
2090,Don Olegario,Albariño 2015,"Spain
·
Rías Baixas",4.0,$29.99
2091,Albert Bichot,Pouilly-Fuissé 2017,"France
·
Pouilly-Fuissé",3.8,$29.99
2092,Honig,Reserve Sauvignon Blanc 2016,"United States
·
Rutherford",4.0,$29.99
2093,Ampeleia,Bianco di Ampeleia 2018,"Italy
·
Toscana",3.8,$29.99
2094,Allende,Rioja Blanco 2015,"Spain
·
Rioja",3.8,$29.99
2095,Más Que Vinos,La Malvar de Más Que Vinos Blanco Barrica 2016,"Spain
·
Castilla",4.1,$29.99
2096,Château Les Charmes Godard,Francs - Côtes de Bordeaux Blanc 2015,"France
·
Francs - Côtes de Bordeaux",3.8,$29.99
2097,Cristom,Viognier 2016,"United States
·
Eola-Amity Hills",3.7,$29.99
2098,Copain,Les Voisins Chardonnay 2016,"United States
·
Anderson Valley",3.7,$29.98
2099,Francois Carillon,Bourgogne Chardonnay 2017,"France
·
Bourgogne",3.8,$29.98
2100,Dr. Loosen,Ürziger Würzgarten Riesling Spätlese 2016,"Germany
·
Mosel",4.1,$29.99
2101,Brancott Estate,Letter Series 'B' Sauvignon Blanc 2018,"New Zealand
·
Marlborough",4.1,$29.99
2102,Jordan,Chardonnay 2016,"United States
·
Russian River Valley",4.0,$29.99
2103,Louis Jadot,Pouilly-Fuissé 2016,"France
·
Pouilly-Fuissé",4.1,$29.99
2104,Pine Ridge,Dijon Clones Chardonnay 2014,"United States
·
Los Carneros",3.8,$29.99
2105,Ferrari Carano,Reserve Chardonnay 2016,"United States
·
Los Carneros",3.9,$29.99
2106,Trimbach,Riesling Alsace Réserve 2016,"France
·
Alsace",3.8,$29.99
2107,Dante Rivetti,La Valletta Piemonte Chardonnay 2010,"Italy
·
Piemonte",3.9,$29.99
2108,Francine et Olivier Savary,Chablis 2017,"France
·
Chablis",3.7,$29.99
2109,J Vineyards,Chardonnay 2016,"United States
·
Russian River Valley",4.1,$29.99
2110,Viña Alicia,Tiara White (San Alberto) 2017,"Argentina
·
Lujan de Cuyo",4.0,$29.99
2111,Müller-Catoir,Haardt Muskateller 2016,"Germany
·
Pfalz",3.8,$29.99
2112,Albert Bichot,Pouilly-Fuissé 2017,"France
·
Pouilly-Fuissé",3.8,$29.99
2113,Don Olegario,Albariño 2015,"Spain
·
Rías Baixas",4.0,$29.99
2114,Domaine Barraud,Pouilly-Fuissé Vieilles Vignes 'Alliance' 2017,"France
·
Pouilly-Fuissé",3.9,$29.99
2115,Ampeleia,Bianco di Ampeleia 2018,"Italy
·
Toscana",3.8,$29.99
2116,Alzinger,Dürnstein Grüner Veltliner Federspiel 2018,"Austria
·
Wachau",3.8,$29.99
2117,Honig,Reserve Sauvignon Blanc 2016,"United States
·
Rutherford",4.0,$29.99
2118,Trimbach,Pinot Gris Alsace Réserve 2016,"France
·
Alsace",3.7,$29.99
2119,Allende,Rioja Blanco 2015,"Spain
·
Rioja",3.8,$29.99
2120,Más Que Vinos,La Malvar de Más Que Vinos Blanco Barrica 2016,"Spain
·
Castilla",4.1,$29.99
2121,Château Les Charmes Godard,Francs - Côtes de Bordeaux Blanc 2015,"France
·
Francs - Côtes de Bordeaux",3.8,$29.99
2122,Cristom,Viognier 2016,"United States
·
Eola-Amity Hills",3.7,$29.99
2123,Copain,Les Voisins Chardonnay 2016,"United States
·
Anderson Valley",3.7,$29.98
2124,Francois Carillon,Bourgogne Chardonnay 2017,"France
·
Bourgogne",3.8,$29.98
2125,Dr. Loosen,Ürziger Würzgarten Riesling Spätlese 2016,"Germany
·
Mosel",4.1,$29.99
2126,Brancott Estate,Letter Series 'B' Sauvignon Blanc 2018,"New Zealand
·
Marlborough",4.1,$29.99
2127,Jordan,Chardonnay 2016,"United States
·
Russian River Valley",4.0,$29.99
2128,Louis Jadot,Pouilly-Fuissé 2016,"France
·
Pouilly-Fuissé",4.1,$29.99
2129,Pine Ridge,Dijon Clones Chardonnay 2014,"United States
·
Los Carneros",3.8,$29.99
2130,Ferrari Carano,Reserve Chardonnay 2016,"United States
·
Los Carneros",3.9,$29.99
2131,Trimbach,Riesling Alsace Réserve 2016,"France
·
Alsace",3.8,$29.99
2132,Dante Rivetti,La Valletta Piemonte Chardonnay 2010,"Italy
·
Piemonte",3.9,$29.99
2133,Francine et Olivier Savary,Chablis 2017,"France
·
Chablis",3.7,$29.99
2134,J Vineyards,Chardonnay 2016,"United States
·
Russian River Valley",4.1,$29.99
2135,Viña Alicia,Tiara White (San Alberto) 2017,"Argentina
·
Lujan de Cuyo",4.0,$29.99
2136,Müller-Catoir,Haardt Muskateller 2016,"Germany
·
Pfalz",3.8,$29.99
2137,Albert Bichot,Pouilly-Fuissé 2017,"France
·
Pouilly-Fuissé",3.8,$29.99
2138,Don Olegario,Albariño 2015,"Spain
·
Rías Baixas",4.0,$29.99
2139,Domaine Barraud,Pouilly-Fuissé Vieilles Vignes 'Alliance' 2017,"France
·
Pouilly-Fuissé",3.9,$29.99
2140,Ampeleia,Bianco di Ampeleia 2018,"Italy
·
Toscana",3.8,$29.99
2141,Alzinger,Dürnstein Grüner Veltliner Federspiel 2018,"Austria
·
Wachau",3.8,$29.99
2142,Honig,Reserve Sauvignon Blanc 2016,"United States
·
Rutherford",4.0,$29.99
2143,Trimbach,Pinot Gris Alsace Réserve 2016,"France
·
Alsace",3.7,$29.99
2144,Allende,Rioja Blanco 2015,"Spain
·
Rioja",3.8,$29.99
2145,Más Que Vinos,La Malvar de Más Que Vinos Blanco Barrica 2016,"Spain
·
Castilla",4.1,$29.99
2146,Château Les Charmes Godard,Francs - Côtes de Bordeaux Blanc 2015,"France
·
Francs - Côtes de Bordeaux",3.8,$29.99
2147,Cristom,Viognier 2016,"United States
·
Eola-Amity Hills",3.7,$29.99
2148,Copain,Les Voisins Chardonnay 2016,"United States
·
Anderson Valley",3.7,$29.98
2149,Francois Carillon,Bourgogne Chardonnay 2017,"France
·
Bourgogne",3.8,$29.98
2150,Dr. Loosen,Ürziger Würzgarten Riesling Spätlese 2016,"Germany
·
Mosel",4.1,$29.99
2151,Brancott Estate,Letter Series 'B' Sauvignon Blanc 2018,"New Zealand
·
Marlborough",4.1,$29.99
2152,Jordan,Chardonnay 2016,"United States
·
Russian River Valley",4.0,$29.99
2153,Louis Jadot,Pouilly-Fuissé 2016,"France
·
Pouilly-Fuissé",4.1,$29.99
2154,Pine Ridge,Dijon Clones Chardonnay 2014,"United States
·
Los Carneros",3.8,$29.99
2155,Ferrari Carano,Reserve Chardonnay 2016,"United States
·
Los Carneros",3.9,$29.99
2156,Trimbach,Riesling Alsace Réserve 2016,"France
·
Alsace",3.8,$29.99
2157,Dante Rivetti,La Valletta Piemonte Chardonnay 2010,"Italy
·
Piemonte",3.9,$29.99
2158,Francine et Olivier Savary,Chablis 2017,"France
·
Chablis",3.7,$29.99
2159,J Vineyards,Chardonnay 2016,"United States
·
Russian River Valley",4.1,$29.99
2160,Viña Alicia,Tiara White (San Alberto) 2017,"Argentina
·
Lujan de Cuyo",4.0,$29.99
2161,Müller-Catoir,Haardt Muskateller 2016,"Germany
·
Pfalz",3.8,$29.99
2162,Albert Bichot,Pouilly-Fuissé 2017,"France
·
Pouilly-Fuissé",3.8,$29.99
2163,Don Olegario,Albariño 2015,"Spain
·
Rías Baixas",4.0,$29.99
2164,Domaine Barraud,Pouilly-Fuissé Vieilles Vignes 'Alliance' 2017,"France
·
Pouilly-Fuissé",3.9,$29.99
2165,Ampeleia,Bianco di Ampeleia 2018,"Italy
·
Toscana",3.8,$29.99
2166,Alzinger,Dürnstein Grüner Veltliner Federspiel 2018,"Austria
·
Wachau",3.8,$29.99
2167,Honig,Reserve Sauvignon Blanc 2016,"United States
·
Rutherford",4.0,$29.99
2168,Trimbach,Pinot Gris Alsace Réserve 2016,"France
·
Alsace",3.7,$29.99
2169,Allende,Rioja Blanco 2015,"Spain
·
Rioja",3.8,$29.99
2170,Más Que Vinos,La Malvar de Más Que Vinos Blanco Barrica 2016,"Spain
·
Castilla",4.1,$29.99
2171,Château Les Charmes Godard,Francs - Côtes de Bordeaux Blanc 2015,"France
·
Francs - Côtes de Bordeaux",3.8,$29.99
2172,Cristom,Viognier 2016,"United States
·
Eola-Amity Hills",3.7,$29.99
2173,Copain,Les Voisins Chardonnay 2016,"United States
·
Anderson Valley",3.7,$29.98
2174,Francois Carillon,Bourgogne Chardonnay 2017,"France
·
Bourgogne",3.8,$29.98
2175,Louis Latour,Chablis La Chanfleure 2017,"France
·
Chablis",4.0,$29.99
2176,Jordan,Chardonnay 2016,"United States
·
Russian River Valley",4.0,$29.99
2177,Brancott Estate,Letter Series 'B' Sauvignon Blanc 2018,"New Zealand
·
Marlborough",4.1,$29.99
2178,Dr. Loosen,Ürziger Würzgarten Riesling Spätlese 2016,"Germany
·
Mosel",4.1,$29.99
2179,Pine Ridge,Dijon Clones Chardonnay 2014,"United States
·
Los Carneros",3.8,$29.99
2180,Ferrari Carano,Reserve Chardonnay 2016,"United States
·
Los Carneros",3.9,$29.99
2181,Trimbach,Riesling Alsace Réserve 2016,"France
·
Alsace",3.8,$29.99
2182,Dante Rivetti,La Valletta Piemonte Chardonnay 2010,"Italy
·
Piemonte",3.9,$29.99
2183,Francine et Olivier Savary,Chablis 2017,"France
·
Chablis",3.7,$29.99
2184,J Vineyards,Chardonnay 2016,"United States
·
Russian River Valley",4.1,$29.99
2185,Viña Alicia,Tiara White (San Alberto) 2017,"Argentina
·
Lujan de Cuyo",4.0,$29.99
2186,Müller-Catoir,Haardt Muskateller 2016,"Germany
·
Pfalz",3.8,$29.99
2187,Albert Bichot,Pouilly-Fuissé 2017,"France
·
Pouilly-Fuissé",3.8,$29.99
2188,Don Olegario,Albariño 2015,"Spain
·
Rías Baixas",4.0,$29.99
2189,Domaine Barraud,Pouilly-Fuissé Vieilles Vignes 'Alliance' 2017,"France
·
Pouilly-Fuissé",3.9,$29.99
2190,Ampeleia,Bianco di Ampeleia 2018,"Italy
·
Toscana",3.8,$29.99
2191,Alzinger,Dürnstein Grüner Veltliner Federspiel 2018,"Austria
·
Wachau",3.8,$29.99
2192,Honig,Reserve Sauvignon Blanc 2016,"United States
·
Rutherford",4.0,$29.99
2193,Trimbach,Pinot Gris Alsace Réserve 2016,"France
·
Alsace",3.7,$29.99
2194,Allende,Rioja Blanco 2015,"Spain
·
Rioja",3.8,$29.99
2195,Más Que Vinos,La Malvar de Más Que Vinos Blanco Barrica 2016,"Spain
·
Castilla",4.1,$29.99
2196,Château Les Charmes Godard,Francs - Côtes de Bordeaux Blanc 2015,"France
·
Francs - Côtes de Bordeaux",3.8,$29.99
2197,Cristom,Viognier 2016,"United States
·
Eola-Amity Hills",3.7,$29.99
2198,Copain,Les Voisins Chardonnay 2016,"United States
·
Anderson Valley",3.7,$29.98
2199,Francois Carillon,Bourgogne Chardonnay 2017,"France
·
Bourgogne",3.8,$29.98
2200,Louis Latour,Chablis La Chanfleure 2017,"France
·
Chablis",4.0,$29.99
2201,Jordan,Chardonnay 2016,"United States
·
Russian River Valley",4.0,$29.99
2202,Brancott Estate,Letter Series 'B' Sauvignon Blanc 2018,"New Zealand
·
Marlborough",4.1,$29.99
2203,Dr. Loosen,Ürziger Würzgarten Riesling Spätlese 2016,"Germany
·
Mosel",4.1,$29.99
2204,Pine Ridge,Dijon Clones Chardonnay 2014,"United States
·
Los Carneros",3.8,$29.99
2205,Ferrari Carano,Reserve Chardonnay 2016,"United States
·
Los Carneros",3.9,$29.99
2206,Trimbach,Riesling Alsace Réserve 2016,"France
·
Alsace",3.8,$29.99
2207,Dante Rivetti,La Valletta Piemonte Chardonnay 2010,"Italy
·
Piemonte",3.9,$29.99
2208,Viña Alicia,Tiara White (San Alberto) 2017,"Argentina
·
Lujan de Cuyo",4.0,$29.99
2209,J Vineyards,Chardonnay 2016,"United States
·
Russian River Valley",4.1,$29.99
2210,Francine et Olivier Savary,Chablis 2017,"France
·
Chablis",3.7,$29.99
2211,Müller-Catoir,Haardt Muskateller 2016,"Germany
·
Pfalz",3.8,$29.99
2212,Alzinger,Dürnstein Grüner Veltliner Federspiel 2018,"Austria
·
Wachau",3.8,$29.99
2213,Domaine Barraud,Pouilly-Fuissé Vieilles Vignes 'Alliance' 2017,"France
·
Pouilly-Fuissé",3.9,$29.99
2214,Trimbach,Pinot Gris Alsace Réserve 2016,"France
·
Alsace",3.7,$29.99
2215,Don Olegario,Albariño 2015,"Spain
·
Rías Baixas",4.0,$29.99
2216,Albert Bichot,Pouilly-Fuissé 2017,"France
·
Pouilly-Fuissé",3.8,$29.99
2217,Honig,Reserve Sauvignon Blanc 2016,"United States
·
Rutherford",4.0,$29.99
2218,Ampeleia,Bianco di Ampeleia 2018,"Italy
·
Toscana",3.8,$29.99
2219,Allende,Rioja Blanco 2015,"Spain
·
Rioja",3.8,$29.99
2220,Château Les Charmes Godard,Francs - Côtes de Bordeaux Blanc 2015,"France
·
Francs - Côtes de Bordeaux",3.8,$29.99
2221,Más Que Vinos,La Malvar de Más Que Vinos Blanco Barrica 2016,"Spain
·
Castilla",4.1,$29.99
2222,Cristom,Viognier 2016,"United States
·
Eola-Amity Hills",3.7,$29.99
2223,Copain,Les Voisins Chardonnay 2016,"United States
·
Anderson Valley",3.7,$29.98
2224,Francois Carillon,Bourgogne Chardonnay 2017,"France
·
Bourgogne",3.8,$29.98
2225,Pine Ridge,Dijon Clones Chardonnay 2014,"United States
·
Los Carneros",3.8,$29.99
2226,Wölffer Estate,Perle Chardonnay 2017,"United States
·
The Hamptons, Long Island",3.9,$29.99
2227,Jordan,Chardonnay 2016,"United States
·
Russian River Valley",4.0,$29.99
2228,Dr. Loosen,Ürziger Würzgarten Riesling Spätlese 2016,"Germany
·
Mosel",4.1,$29.99
2229,Brancott Estate,Letter Series 'B' Sauvignon Blanc 2018,"New Zealand
·
Marlborough",4.1,$29.99
2230,Ferrari Carano,Reserve Chardonnay 2016,"United States
·
Los Carneros",3.9,$29.99
2231,Trimbach,Riesling Alsace Réserve 2016,"France
·
Alsace",3.8,$29.99
2232,Dante Rivetti,La Valletta Piemonte Chardonnay 2010,"Italy
·
Piemonte",3.9,$29.99
2233,Francine et Olivier Savary,Chablis 2017,"France
·
Chablis",3.7,$29.99
2234,J Vineyards,Chardonnay 2016,"United States
·
Russian River Valley",4.1,$29.99
2235,Viña Alicia,Tiara White (San Alberto) 2017,"Argentina
·
Lujan de Cuyo",4.0,$29.99
2236,Müller-Catoir,Haardt Muskateller 2016,"Germany
·
Pfalz",3.8,$29.99
2237,Albert Bichot,Pouilly-Fuissé 2017,"France
·
Pouilly-Fuissé",3.8,$29.99
2238,Don Olegario,Albariño 2015,"Spain
·
Rías Baixas",4.0,$29.99
2239,Domaine Barraud,Pouilly-Fuissé Vieilles Vignes 'Alliance' 2017,"France
·
Pouilly-Fuissé",3.9,$29.99
2240,Ampeleia,Bianco di Ampeleia 2018,"Italy
·
Toscana",3.8,$29.99
2241,Alzinger,Dürnstein Grüner Veltliner Federspiel 2018,"Austria
·
Wachau",3.8,$29.99
2242,Honig,Reserve Sauvignon Blanc 2016,"United States
·
Rutherford",4.0,$29.99
2243,Trimbach,Pinot Gris Alsace Réserve 2016,"France
·
Alsace",3.7,$29.99
2244,Allende,Rioja Blanco 2015,"Spain
·
Rioja",3.8,$29.99
2245,Château Les Charmes Godard,Francs - Côtes de Bordeaux Blanc 2015,"France
·
Francs - Côtes de Bordeaux",3.8,$29.99
2246,Cristom,Viognier 2016,"United States
·
Eola-Amity Hills",3.7,$29.99
2247,Más Que Vinos,La Malvar de Más Que Vinos Blanco Barrica 2016,"Spain
·
Castilla",4.1,$29.99
2248,Copain,Les Voisins Chardonnay 2016,"United States
·
Anderson Valley",3.7,$29.98
2249,Francois Carillon,Bourgogne Chardonnay 2017,"France
·
Bourgogne",3.8,$29.98
2250,Pine Ridge,Dijon Clones Chardonnay 2014,"United States
·
Los Carneros",3.8,$29.99
2251,Wölffer Estate,Perle Chardonnay 2017,"United States
·
The Hamptons, Long Island",3.9,$29.99
2252,Jordan,Chardonnay 2016,"United States
·
Russian River Valley",4.0,$29.99
2253,Dr. Loosen,Ürziger Würzgarten Riesling Spätlese 2016,"Germany
·
Mosel",4.1,$29.99
2254,Brancott Estate,Letter Series 'B' Sauvignon Blanc 2018,"New Zealand
·
Marlborough",4.1,$29.99
2255,Ferrari Carano,Reserve Chardonnay 2016,"United States
·
Los Carneros",3.9,$29.99
2256,Trimbach,Riesling Alsace Réserve 2016,"France
·
Alsace",3.8,$29.99
2257,Dante Rivetti,La Valletta Piemonte Chardonnay 2010,"Italy
·
Piemonte",3.9,$29.99
2258,Viña Alicia,Tiara White (San Alberto) 2017,"Argentina
·
Lujan de Cuyo",4.0,$29.99
2259,J Vineyards,Chardonnay 2016,"United States
·
Russian River Valley",4.1,$29.99
2260,Francine et Olivier Savary,Chablis 2017,"France
·
Chablis",3.7,$29.99
2261,Müller-Catoir,Haardt Muskateller 2016,"Germany
·
Pfalz",3.8,$29.99
2262,Alzinger,Dürnstein Grüner Veltliner Federspiel 2018,"Austria
·
Wachau",3.8,$29.99
2263,Domaine Barraud,Pouilly-Fuissé Vieilles Vignes 'Alliance' 2017,"France
·
Pouilly-Fuissé",3.9,$29.99
2264,Trimbach,Pinot Gris Alsace Réserve 2016,"France
·
Alsace",3.7,$29.99
2265,Don Olegario,Albariño 2015,"Spain
·
Rías Baixas",4.0,$29.99
2266,Albert Bichot,Pouilly-Fuissé 2017,"France
·
Pouilly-Fuissé",3.8,$29.99
2267,Honig,Reserve Sauvignon Blanc 2016,"United States
·
Rutherford",4.0,$29.99
2268,Ampeleia,Bianco di Ampeleia 2018,"Italy
·
Toscana",3.8,$29.99
2269,Allende,Rioja Blanco 2015,"Spain
·
Rioja",3.8,$29.99
2270,Château Les Charmes Godard,Francs - Côtes de Bordeaux Blanc 2015,"France
·
Francs - Côtes de Bordeaux",3.8,$29.99
2271,Más Que Vinos,La Malvar de Más Que Vinos Blanco Barrica 2016,"Spain
·
Castilla",4.1,$29.99
2272,Cristom,Viognier 2016,"United States
·
Eola-Amity Hills",3.7,$29.99
2273,Copain,Les Voisins Chardonnay 2016,"United States
·
Anderson Valley",3.7,$29.98
2274,Francois Carillon,Bourgogne Chardonnay 2017,"France
·
Bourgogne",3.8,$29.98
2275,Pine Ridge,Dijon Clones Chardonnay 2014,"United States
·
Los Carneros",3.8,$29.99
2276,Wölffer Estate,Perle Chardonnay 2017,"United States
·
The Hamptons, Long Island",3.9,$29.99
2277,Jordan,Chardonnay 2016,"United States
·
Russian River Valley",4.0,$29.99
2278,Dr. Loosen,Ürziger Würzgarten Riesling Spätlese 2016,"Germany
·
Mosel",4.1,$29.99
2279,Brancott Estate,Letter Series 'B' Sauvignon Blanc 2018,"New Zealand
·
Marlborough",4.1,$29.99
2280,Ferrari Carano,Reserve Chardonnay 2016,"United States
·
Los Carneros",3.9,$29.99
2281,Trimbach,Riesling Alsace Réserve 2016,"France
·
Alsace",3.8,$29.99
2282,Dante Rivetti,La Valletta Piemonte Chardonnay 2010,"Italy
·
Piemonte",3.9,$29.99
2283,Francine et Olivier Savary,Chablis 2017,"France
·
Chablis",3.7,$29.99
2284,J Vineyards,Chardonnay 2016,"United States
·
Russian River Valley",4.1,$29.99
2285,Viña Alicia,Tiara White (San Alberto) 2017,"Argentina
·
Lujan de Cuyo",4.0,$29.99
2286,Müller-Catoir,Haardt Muskateller 2016,"Germany
·
Pfalz",3.8,$29.99
2287,Albert Bichot,Pouilly-Fuissé 2017,"France
·
Pouilly-Fuissé",3.8,$29.99
2288,Don Olegario,Albariño 2015,"Spain
·
Rías Baixas",4.0,$29.99
2289,Domaine Barraud,Pouilly-Fuissé Vieilles Vignes 'Alliance' 2017,"France
·
Pouilly-Fuissé",3.9,$29.99
2290,Ampeleia,Bianco di Ampeleia 2018,"Italy
·
Toscana",3.8,$29.99
2291,Alzinger,Dürnstein Grüner Veltliner Federspiel 2018,"Austria
·
Wachau",3.8,$29.99
2292,Honig,Reserve Sauvignon Blanc 2016,"United States
·
Rutherford",4.0,$29.99
2293,Trimbach,Pinot Gris Alsace Réserve 2016,"France
·
Alsace",3.7,$29.99
2294,Allende,Rioja Blanco 2015,"Spain
·
Rioja",3.8,$29.99
2295,Château Les Charmes Godard,Francs - Côtes de Bordeaux Blanc 2015,"France
·
Francs - Côtes de Bordeaux",3.8,$29.99
2296,Cristom,Viognier 2016,"United States
·
Eola-Amity Hills",3.7,$29.99
2297,Más Que Vinos,La Malvar de Más Que Vinos Blanco Barrica 2016,"Spain
·
Castilla",4.1,$29.99
2298,Copain,Les Voisins Chardonnay 2016,"United States
·
Anderson Valley",3.7,$29.98
2299,Francois Carillon,Bourgogne Chardonnay 2017,"France
·
Bourgogne",3.8,$29.98
2300,Pine Ridge,Dijon Clones Chardonnay 2014,"United States
·
Los Carneros",3.8,$29.99
2301,Wölffer Estate,Perle Chardonnay 2017,"United States
·
The Hamptons, Long Island",3.9,$29.99
2302,Jordan,Chardonnay 2016,"United States
·
Russian River Valley",4.0,$29.99
2303,Dr. Loosen,Ürziger Würzgarten Riesling Spätlese 2016,"Germany
·
Mosel",4.1,$29.99
2304,Brancott Estate,Letter Series 'B' Sauvignon Blanc 2018,"New Zealand
·
Marlborough",4.1,$29.99
2305,Ferrari Carano,Reserve Chardonnay 2016,"United States
·
Los Carneros",3.9,$29.99
2306,Trimbach,Riesling Alsace Réserve 2016,"France
·
Alsace",3.8,$29.99
2307,Dante Rivetti,La Valletta Piemonte Chardonnay 2010,"Italy
·
Piemonte",3.9,$29.99
2308,Francine et Olivier Savary,Chablis 2017,"France
·
Chablis",3.7,$29.99
2309,J Vineyards,Chardonnay 2016,"United States
·
Russian River Valley",4.1,$29.99
2310,Viña Alicia,Tiara White (San Alberto) 2017,"Argentina
·
Lujan de Cuyo",4.0,$29.99
2311,Müller-Catoir,Haardt Muskateller 2016,"Germany
·
Pfalz",3.8,$29.99
2312,Albert Bichot,Pouilly-Fuissé 2017,"France
·
Pouilly-Fuissé",3.8,$29.99
2313,Don Olegario,Albariño 2015,"Spain
·
Rías Baixas",4.0,$29.99
2314,Domaine Barraud,Pouilly-Fuissé Vieilles Vignes 'Alliance' 2017,"France
·
Pouilly-Fuissé",3.9,$29.99
2315,Ampeleia,Bianco di Ampeleia 2018,"Italy
·
Toscana",3.8,$29.99
2316,Alzinger,Dürnstein Grüner Veltliner Federspiel 2018,"Austria
·
Wachau",3.8,$29.99
2317,Honig,Reserve Sauvignon Blanc 2016,"United States
·
Rutherford",4.0,$29.99
2318,Trimbach,Pinot Gris Alsace Réserve 2016,"France
·
Alsace",3.7,$29.99
2319,Allende,Rioja Blanco 2015,"Spain
·
Rioja",3.8,$29.99
2320,Château Les Charmes Godard,Francs - Côtes de Bordeaux Blanc 2015,"France
·
Francs - Côtes de Bordeaux",3.8,$29.99
2321,Cristom,Viognier 2016,"United States
·
Eola-Amity Hills",3.7,$29.99
2322,Más Que Vinos,La Malvar de Más Que Vinos Blanco Barrica 2016,"Spain
·
Castilla",4.1,$29.99
2323,Copain,Les Voisins Chardonnay 2016,"United States
·
Anderson Valley",3.7,$29.98
2324,Francois Carillon,Bourgogne Chardonnay 2017,"France
·
Bourgogne",3.8,$29.98
2325,Louis Latour,Chablis La Chanfleure 2017,"France
·
Chablis",4.0,$29.99
2326,Jordan,Chardonnay 2016,"United States
·
Russian River Valley",4.0,$29.99
2327,Brancott Estate,Letter Series 'B' Sauvignon Blanc 2018,"New Zealand
·
Marlborough",4.1,$29.99
2328,Dr. Loosen,Ürziger Würzgarten Riesling Spätlese 2016,"Germany
·
Mosel",4.1,$29.99
2329,Pine Ridge,Dijon Clones Chardonnay 2014,"United States
·
Los Carneros",3.8,$29.99
2330,Ferrari Carano,Reserve Chardonnay 2016,"United States
·
Los Carneros",3.9,$29.99
2331,Trimbach,Riesling Alsace Réserve 2016,"France
·
Alsace",3.8,$29.99
2332,Dante Rivetti,La Valletta Piemonte Chardonnay 2010,"Italy
·
Piemonte",3.9,$29.99
2333,Viña Alicia,Tiara White (San Alberto) 2017,"Argentina
·
Lujan de Cuyo",4.0,$29.99
2334,J Vineyards,Chardonnay 2016,"United States
·
Russian River Valley",4.1,$29.99
2335,Francine et Olivier Savary,Chablis 2017,"France
·
Chablis",3.7,$29.99
2336,Müller-Catoir,Haardt Muskateller 2016,"Germany
·
Pfalz",3.8,$29.99
2337,Alzinger,Dürnstein Grüner Veltliner Federspiel 2018,"Austria
·
Wachau",3.8,$29.99
2338,Domaine Barraud,Pouilly-Fuissé Vieilles Vignes 'Alliance' 2017,"France
·
Pouilly-Fuissé",3.9,$29.99
2339,Trimbach,Pinot Gris Alsace Réserve 2016,"France
·
Alsace",3.7,$29.99
2340,Don Olegario,Albariño 2015,"Spain
·
Rías Baixas",4.0,$29.99
2341,Albert Bichot,Pouilly-Fuissé 2017,"France
·
Pouilly-Fuissé",3.8,$29.99
2342,Honig,Reserve Sauvignon Blanc 2016,"United States
·
Rutherford",4.0,$29.99
2343,Ampeleia,Bianco di Ampeleia 2018,"Italy
·
Toscana",3.8,$29.99
2344,Allende,Rioja Blanco 2015,"Spain
·
Rioja",3.8,$29.99
2345,Château Les Charmes Godard,Francs - Côtes de Bordeaux Blanc 2015,"France
·
Francs - Côtes de Bordeaux",3.8,$29.99
2346,Más Que Vinos,La Malvar de Más Que Vinos Blanco Barrica 2016,"Spain
·
Castilla",4.1,$29.99
2347,Cristom,Viognier 2016,"United States
·
Eola-Amity Hills",3.7,$29.99
2348,Copain,Les Voisins Chardonnay 2016,"United States
·
Anderson Valley",3.7,$29.98
2349,Francois Carillon,Bourgogne Chardonnay 2017,"France
·
Bourgogne",3.8,$29.98
2350,Pine Ridge,Dijon Clones Chardonnay 2014,"United States
·
Los Carneros",3.8,$29.99
2351,Wölffer Estate,Perle Chardonnay 2017,"United States
·
The Hamptons, Long Island",3.9,$29.99
2352,Jordan,Chardonnay 2016,"United States
·
Russian River Valley",4.0,$29.99
2353,Dr. Loosen,Ürziger Würzgarten Riesling Spätlese 2016,"Germany
·
Mosel",4.1,$29.99
2354,Brancott Estate,Letter Series 'B' Sauvignon Blanc 2018,"New Zealand
·
Marlborough",4.1,$29.99
2355,Ferrari Carano,Reserve Chardonnay 2016,"United States
·
Los Carneros",3.9,$29.99
2356,Trimbach,Riesling Alsace Réserve 2016,"France
·
Alsace",3.8,$29.99
2357,Dante Rivetti,La Valletta Piemonte Chardonnay 2010,"Italy
·
Piemonte",3.9,$29.99
2358,Francine et Olivier Savary,Chablis 2017,"France
·
Chablis",3.7,$29.99
2359,J Vineyards,Chardonnay 2016,"United States
·
Russian River Valley",4.1,$29.99
2360,Viña Alicia,Tiara White (San Alberto) 2017,"Argentina
·
Lujan de Cuyo",4.0,$29.99
2361,Müller-Catoir,Haardt Muskateller 2016,"Germany
·
Pfalz",3.8,$29.99
